der,Trolley,s,Trolleys,,trolley,چرخ دستی
das,Regierungssystem,e,Regierungssysteme,,government system,سیستم دولتی
der,Staat,en,Staaten,,country,کشور
das,Staatsoberhaupt,Staatsoberhäupter,Staatsoberhäupter,,head of state,رئیس دولت
das,Bundesland,Bundesländer,Bundesländer,,federal state,ایالت فدرال
der,Kanton,e,Kantone,,canton,ایالت (مورد استفاده در سوئیس)
die,Gemeinde,n,Gemeinden,,municipality,شهرداری
die,Republik,en,Republiken,,republic,جمهوری
die,Monarchie,n,Monarchien,,monarchy,پادشاهی
die,Konstitutionelle Monarchie,,,,constitutional monarchy,پادشاهی مشروطه
das,Fürstentum,Fürstentümer,Fürstentümer,,principality,شاهزاده‌نشین
der,Fürst,en,Fürsten,,prince,شاهزاده
die,Residenz,en,Residenzen,,residence,محل اقامت
der/die,Abgeordnete,n,Abgeordneten,,members of parliament,نماینده مجلس
,demokratisch,,,adj,democratically,مردم سالارانه
die,Bevölkerung,en,Bevölkerungen,,population,جمعیت
der,Einwohner,Einwohner,Einwohner,,resident,ساکن
die,Einwohnerin,nen,Einwohnerinnen,,resident,ساکن
die,Amtssprache,n,Amtssprachen,,official language,زبان رسمی
die,Geografie,n,Geografien,,geography,جغرافیا
das,Mittel,Mittel,Mittel,,means,وسیله
der,Fluss,Flüsse,Flüsse,,river,رودخانه
das,Tal,Täle,Täle,,valley,دره
,geografisch,,,adj,geographical,جغرافیایی
,grenzen,,,v,border on,مرز داشتن
,sonstig,,,adj,other,دیگر
der,Ärger,-,-,,trouble,درد سر
die,Aktivität,en,Aktivitäten,,activity,فعالیت
das,Aluminium,-,-,,aluminum,آلومینیوم
der,Angehörige,n,Angehörigen,,relative,خویشاوند
die,Ansicht,en,Ansichten,,opinion,نظر
die,Auskunft,Auskünfte,Auskünfte,,information,اطلاعات
die,BIC,s,BICs,,BIC,بیک
die,IBAN,s,IBANs,,IBAN,آیبان
die,Basis,Basen,Basen,,base,اساس
der,Blick,e,Blicke,,look,نگاه
das,Ding,e,Dinge,,thing,چیز
das,Drittel,Drittel,Drittel,,third,سوم
die,Hälfte,n,Hälften,,half,نیم
die,Fußgängerzone,n,Fußgängerzonen,,pedestrian zone,منطقه عابر پیاده
die,Kompetenz,en,Kompetenzen,,competence,شایستگی
das,Lotto,s,Lottos,,lotto,بخت آزمایی
die,Meldung,en,Meldungen,,report,گزارش
der,Moment,e,Momente,,moment,لحظه
das,Nylon,-,-,,nylon,الیاف مصنوعی
die,Praxis,Praxen,Praxen,,practice,کاربردی
die,Praxis,Praxen,Praxen,,doctor’s office,مطب دکتر
der,Schaden,Schäden,Schäden,,damage,آسیب
das,Schreiben,Schreiben,Schreiben,,write,نوشتن
das,Snowboard,s,Snowboards,,snowboard,اسنوبرد
die,Spezialität,en,Spezialitäten,,specialty,تخصص
die,Spitze,n,Spitzen,,top,بالا
die,Technik,en,Techniken,,technology,فن آوری
der,Trainee,s,Trainees,,trainee,کارآموز
die,Variante,n,Varianten,,variant,نوع
das,Wissenswerte,-,-,,valuable information,داده‌های ارزشمند
,anmelden,,,v,register,ثبت نام كردن
,beschädigen,,,v,damage,آسیب زدن
,bestätigen,,,v,confirm,پذیرفتن
,bestehen,,,v,pass,قبول شدن
,bilden,,,v,form,شکل دادن
,blicken,,,v,look,نگاه كردن
,einteilen,,,v,divide,تقسیم‌بندی کردن
,erledigen,,,v,complete,انجام دادن
,ernennen,,,v,appoint,گماشتن
,erstatten,,,v,reimburse,بازپرداخت کردن
,fließen,,,v,flow,جاری شدن
,geschehen,,,v,happen,اتفاق افتادن
,gespannt,,,adj,excited,مشتاق
,klären,,,v,clarify,روشن کردن
,leihen,,,v,lend,قرض دادن
,reagieren,,,v,react,واکنش نشان دادن
,rodeln,,,v,go sledding,سورتمه سواری کردن
,schicken,,,v,send,فرستادن
,stören,,,v,disturb,مزاحم شدن
,übernehmen,,,v,take over,به عهده گرفتن
,verfassen,,,v,write,بنویس
,verlängern,,,v,extend,تمدید كردن
,vertauschen,,,v,exchange,مبادله کردن
,ziehen,,,v,pull,کشیدن
,zusammenfassen,,,v,summarize,خلاصه کردن
,zusenden,,,v,send,فرستادن
,abwechslungsreich,,,adj,varied,متنوع
,formlos,,,adj,informal,غیررسمی
,hervorragend,,,adj,excellent,برجسته
,interkulturell,,,adj,intercultural,بین فرهنگی
,international,,,adj,international,بین‌المللی
,maximal,,,adj,maximum,حداکثر
,mittel,,,adj,medium,متوسط
,notwendig,,,adj,necessary,لازم
,offiziell,,,adj,official,رسمی
,selbstverständlich,,,adj,self-evident,بدیهی
,umweltfreundlich,,,adj,eco-friendly,سازگار با محیط زیست
,feindlich,,,adj,hostile,خصمانه
,unbekannt,,,adj,unknown,ناشناخته
,unsicher,,,adj,unsure,نامطمئن
,unterschiedlich,,,adj,different,متفاوت
,anbei,,,adv,enclosed,محصور شده
,einander,,,pron,each other,یکدیگر
,etwa,,,adv,approximately,تقریباً
,hiermit,,,adv,hereby,بدینوسیله
,insgesamt,,,adv,in total,در مجموع
,,,,,,
der,Verkehrsunfall,Verkehrsunfälle,Verkehrsunfälle,,traffic accident,تصادف رانندگی
der,Unfall,Unfäll,Unfäll,,accident,تصادف
der,Unfallhergang,Unfallhergänge,Unfallhergänge,,details of an accident,شرح وقوع تصادف
die,Unfallstelle,n,Unfallstellen,,accident scene,محل تصادف
,ereignen,,,v,happen,رخ دادن
,beteiligen,,,v,participate,مشارکت کردن
,beteiligt,,,adj,involved,درگیر
der/die,Beteiligte,n,Beteiligten,,participant,شرکت کننده
der,Fahrer,Fahrer,Fahrer,,driver,راننده
die,Fahrerin,nen,Fahrerinnen,,driver,راننده
der,Beifahrer,Beifahrer,Beifahrer,,passenger,سرنشین
die,Beifahrerin,nen,Beifahrerinnen,,passenger,سرنشین
die,Fahrbahn,en,Fahrbahnen,,roadway,راه
die,Gegenfahrbahn,en,Gegenfahrbahnen,,opposite lane,راه روبرو
die,Ampel,n,Ampeln,,traffic light,چراغ راهنمایی
,wechseln,,,v,change,عوض كردن
,blinken,,,v,flash,چراغ راهنما زدن
,ausweichen,,,v,evade,کنار رفتن
,entgegenkommen,,,v,make a concession,همکاری کردن
,geraten,,,adj,advised,توصیه شده
,geraten,,,v,get into,وارد شدن
die,Schuld,en,Schulden,,guilt,گناه
,schuld,,,adj,guilty,گناهکار
,schuldig,,,adj,guilty,گناهکار
der/die,Schuldige,n,Schuldigen,,culprit,گناهکار
,verursachen,,,v,cause,باعث شدن
,überholen,,,v,overtake,سبقت گرفتن
,übersehen,,,v,overlook,چشم‌پوشی کردن
,übersehen,,,v,overview,دید کلی داشتن
der,Zusammenstoß,Zusammenstöße,Zusammenstöße,,collision,برخورد
,zusammenstoßen,,,v,collide,برخورد کردن
die,Bremse,n,Bremsen,,brake,ترمز
,bremsen,,,v,brakes,ترمز کردن
die,Vollbremsung,en,Vollbremsungen,,emergency braking,ترمز اضطراری
der,Knall,e,Knalle,,bang,صدای انفجار
der,Schaden,Schäden,Schäden,,damage,خسارت
der,Sachschaden,Sachschäden,Sachschäden,,property damage,خسارت مالی
der,Totalschaden,Totalschäden,Totalschäden,,total loss,خسارت کلی
der,Tod,e,Tode,,death,مرگ
der/die,Tote,n,Toten,,dead,مرده
,tote,,,adj,dead,مرده
,verletzen,,,v,injure,آسیب رساندن
,verletzt,,,adj,injured,مجروح
,unverletzt,,,adj,uninjured,آسیب ندیده
der/die,Verletzte,n,Verletzten,,injured,مجروح
die,Verletzung,en,Verletzungen,,injury,جراحت
,eine Verletzung erleiden,,,,suffer an injury,دچار آسیب دیدگی شدن
die,Prellung,en,Prellungen,,bruise,کبودی
das,Schleudertrauma,ta,Schleudertraumata,,whiplash injury,آسیب شلاقی گردن
die,Halskrause,n,Halskrausen,,neck ruff,گردن بند طبی
der,Schlüsselbeinbruch,Schlüsselbeinbrüche,Schlüsselbeinbrüche,,broken collarbone,شکستگی ترقوه
,brechen,,,v,break,استراحت
,gebrochen,,,adj,broken,شکسته
die,Wunde,n,Wunden,,wound,زخم
die,Halswirbelsäule,n,Halswirbelsäulen,,cervical spine,ستون فقرات گردنی
die,Haut,Häute,Häute,,skin,پوست
die,Rippe,n,Rippen,,rib,دنده
,operieren,,,v,operate,جراحی كردن
,versorgen,,,,provide,تأمین كردن
die,Spritze,n,Spritzen,,injection,تزریق
der,Verband,Verbände,Verbände,,bandage,پانسمان
der,Spezialverband,,,,special bandage,پانسمان تخصصی
,verbinden,,,v,connect,وصل كردن
der,Notfall,Notfälle,Notfälle,,emergency,اورژانس
der,Notarzt,Notärzte,Notärzte,,emergency doctor,پزشک اورژانس
der,Rettungsdienst,e,Rettungsdienste,,emergency services,خدمات اورژانسی
der,Rettungswagen,Rettungswagen,Rettungswagen,,ambulance,آمبولانس
die,Erste Hilfe,-,-,,first aid,کمک‌های اولیه
der,Zeuge,n,Zeugen,,witness,شاهد
die,Zeugin,nen,Zeuginnen,,witness,شاهد
der,Augenzeuge,n,Augenzeugen,,eyewitness,شاهد عینی
die,Aussage,n,Aussagen,,statement,بیانیه
,befragen,,,v,question,پرسیدن
,vernehmen,,,v,hear,شنیدن
,beobachten,,,v,observe,مشاهده کردن
die,Schilderung,en,Schilderungen,,description,توضیحات
das,Protokoll,e,Protokolle,,protocol,دستورکار
das,Autoteil,e,Autoteile,,car part,قطعه ماشین
der,Kofferraum,Kofferräume,Kofferräume,,trunk,صندوق عقب خودرو
der,Kofferraumdeckel,Kofferraumdeckel,Kofferraumdeckel,,trunk lid,درب صندوق عقب
der,Kotflügel,Kotflügel,Kotflügel,,fender,گلگیر
der,Motor,en,Motoren,,motor,موتور
die,Motorhaube,n,Motorhauben,,bonnet,کاپوت
der,Reifen,Reifen,Reifen,,tires,لاستیک‌ها
die,Scheibe,n,Scheiben,,disc,صفحه
die,Scheibe,n,Scheiben,,pane,قاب شیشه
die,Frontscheibe,n,Frontscheiben,,windshield,شیشه جلو
die,Heckscheibe,n,Heckscheiben,,rear window,شیشه عقب
die,Stoßstange,n,Stoßstangen,,bumper,سپر اتومبیل
die,Angabe,n,Angaben,,information,اطلاعات
die,Anschrift,en,Anschriften,,address,نشانی
die,Brüche,n,Brüchen,,fracture,شکستگی
das,Diagramm,e,Diagramme,,diagram,نمودار
das,Liniendiagramm,e,Liniendiagramme,,line chart,نمودار خطی
der,Ehemann,Ehemänner,Ehemänner,,husband,شوهر
die,Ehefrau,en,Ehefrauen,,wife,همسر
die,Eisenbahn,en,Eisenbahnen,,railroad,راه آهن
die,Folge,n,Folgen,,consequence,پیامد
die,Frechheit,en,Frechheiten,,outrageous!,افتضاح!
die,Geduld,,,,patience,شکیبایی
das,Glück,e,Glücke,,luck,بخت
das,Unglück,e,Unglücke,,bad luck,بدبختی
die,Großstadt,Großstädte,Großstädte,,metropolis,کلان‌شهر
das,Motorrad,Motorräder,Motorräder,,motorcycle,موتورسیکلت
das,Pfeil,e,Pfeile,,arrow,پیکان
die,Presse,n,Pressen,,press,مطبوعات
das,Rennen,Rennen,Rennen,,race,مسابقه
die,S-Bahn,en,S-Bahnen,,urban train,قطار شهری
das,Schaufenster,Schaufenster,Schaufenster,,shop window,ویترین مغازه
der,Stil,e,Stile,,style,شیوه
der,Fahrstil,e,Fahrstile,,driving style,شیوه رانندگی
die,Strafe,n,Strafen,,penalty,کیفر
der,Streit,e,Streite,,argument,زد و خورد
der,Sturz,Stüze,Stüze,,fall,افتادن
das,Taxi,s,Taxis,,taxi,تاکسی
der,Titel,Titel,Titel,,title,"نام،سرآغاز"
der,Unsinn,,,,nonsense,پوچ
der/die,Verrückte,n,Verrückten,,crazy,دیوانه
der,Zustand,Zustände,Zustände,,condition,وضعیت
,befahren,,,v,drive,در جاده رانندگی کردن
,berichten,,,v,report,گزارش دادن
,betrachten,,,v,regard,در نظر گرفتن
,diskutieren,,,v,discuss,گفتگو کردن
,eindrücken,,,v,press,به داخل فشار دادن
,einschlafen,,,v,fall asleep,به خواب رفتن
,festzustellen,,,v,to determine,تعیین کردن
,feststellen,,,v,notice,پی بردن
,handeln,,,v,act,کار کردن
,interviewen,,,v,interview,مصاحبه کردن
,kritisieren,,,v,criticize,انتقاد كردن
,nähen,,,v,sew,دوخت و دوز
,nützen,,,v,to be useful,به کار آمدن
,räumen,,,v,clear,خالی کردن
,reichen,,,v,suffice,كافی بودن
,sauer,,,adj,sour,ترش
,schockieren,,,v,shock,بهت زده کردن
,staunen,,,v,marvel,شگفتی
,streiten,,,v,argue,دعوا كردن
,überraschen,,,v,surprise,غافلگیر كردن
,versichern,,,v,assure,اطمینان دادن
,verspäten,,,v,be late,دیر كردن
,vertragen,,,v,tolerate,تحمل داشتن
,zerbrechen,,,v,break,خرد شدن
,erreichbar,,,adj,reachable,قابل دسترسی
,frech,,,adj,cheeky,گستاخ
,kontinuierlich,,,adj,continuous,پیوسته
,reich,,,adj,rich,غنی
,unverschämt,,,adj,outrageous,ظالمانه
,verrückt,,,adj,crazy,دیوانه
,wütend,,,adj,angry,عصبانی
,gerade,,,adj,straight,مستقیم
,online,,,adv,on-line,آنلاین
,weiter,,,adv,further,ادامه
,zum,,,,for the,برای
,Glück,,,,luck,بخت
,,,,,,
das,Feld,er,Felder,,field,مزرعه
der,Anblick,e,Anblicke,,sight,چشم‌انداز
das,Panorama,Panoramen,Panoramen,,panorama,چشم‌انداز وسیع
die,Silhouette,n,Silhouetten,,silhouette,ترسیم سایه
die,Anlage,n,Anlagen,,facility,تأسیسات
die,Brücke,n,Brücken,,bridge,پل
die,Landungsbrücke,n,Landungsbrücken,,landing pier,اسکله مسافربری
die,Fassade,n,Fassaden,,facade,نما
die,Fontäne,n,Fontänen,,fountain,آب فشان
das,Motiv,e,Motive,,motive,انگیزه
das,Fotomotiv,e,Fotomotive,,photo opportunity,موضوع عکس
die,Rundfahrt,en,Rundfahrten,,excursion,گردش
die,Ausbildung,en,Ausbildungen,,training,آموزش
der,Ausbildungsgang,Ausbildungsgänge,Ausbildungsgänge,,training program,برنامه آموزشی
der,Studiengang,Studiengänge,Studiengänge,,study program,برنامه تحصیلی
der,Campus,Campus,Campus,,campus,محوطهٔ دانشگاه
das,Design,s,Designs,,design,طراحی
der,Designer,Designer,Designer,,designer,طراح
die,Designerin,nen,Designerinnen,,designer,طراح
der,Journalismus,-,-,,journalism,روزنامه‌نگاری
das,Management,s,Managements,,management,مدیریت
die,Medien,-,-,,media,رسانه
das,Medienmanagement,s,Medienmanagements,,media management,مدیریت رسانه
der,Texter,Texter,Texter,,copywriter,نویسندهٔ متن
die,Texterin,nen,Texterinnen,,copywriter,نویسندهٔ متن
die,Kunst,Künste,Künste,,art,هنر
das,Schauspielhaus,Schauspielhäuser,Schauspielhäuser,,playhouse,پلی‌هاوس
das,Schauspiel,e,Schauspiele,,play,نمایش
der,Schauspieler,Schauspieler,Schauspieler,,actor,بازیگر
die,Schauspielerin,nen,Schauspielerinnen,,actress,بازیگر
der,Darsteller,Darsteller,Darsteller,,performer,اجراکننده
die,Darstellerin,nen,Darstellerinnen,,actress,بازیگر
die,Bühne,n,Bühnen,,stage,صحنه
die,Szene,n,Szenen,,scene,صحنه
das,Kapitel,Kapitel,Kapitel,,chapter,فصل
das,Musical,s,Musicals,,musical,نمایش همراه با آواز و موسیقی
der,Sänger,Sänger,Sänger,,singer,خواننده
die,Sängerin,nen,Sängerinnen,,singer,خواننده
die,Stimme,n,Stimmen,,voice,صدا
die,Trompete,n,Trompeten,,trumpet,شیپور
der,Bläser,Bläser,Bläser,,wind instruments,سازهای بادی
das,Argument,e,Argumente,,argument,خردورزی
das,Barock,,,,baroque,باروک
der,Bart,Bärte,Bärte,,beard,ریش
die,Börse,n,Börsen,,stock exchange,بورس اوراق بهادار
die,Branche,n,Branchen,,industry,صنعت
der,Container,Container,Container,,container,کانتینر
der,Kühlcontainer,Kühlcontainer,Kühlcontainer,,refrigerated container,کانتینر یخچالی
der,Detektiv,e,Detektive,,detective,کارآگاه
das,Dinner,s,Dinners,,dinner,شام
die,Einrichtung,en,Einrichtungen,,furniture,مبلمان
das,Engagement,s,Engagements,,engagement,پایبندی
der,Exfreund,e,Exfreunde,,ex boyfriend,دوست پسر سابق
der,Fahrstuhl,Fahrstühle,Fahrstühle,,elevator,آسانسور
die,Faszination,en,Faszinationen,,fascination,شیفتگی
die,Fläche,n,Flächen,,area,مساحت
die,Flotte,n,Flotten,,fleet,ناوگان
die,Form,en,Formen,,form,ریخت
der,Frühaufsteher,Frühaufsteher,Frühaufsteher,,early bird,سحر خیز
das,Geländer,Geländer,Geländer,,railing,نرده
der,Genuss,Genüsse,Genüsse,,enjoyment,خوشی
das,Gesicht,er,Gesichter,,face,چهره
das/der,Hektar,e,Hektare,,hectare,هکتار
der,Interviewer,Interviewer,Interviewer,,interviewer,مصاحبه کننده
die,Interviewerin,nen,Interviewerinnen,,interviewer,مصاحبه کننده
der,Kommilitone,n,Kommilitonen,,fellow student,هم دانشگاهی
die,Kommilitonin,nen,Kommilitoninnen,,fellow student,هم دانشگاهی
der,Kranführer,Kranführer,Kranführer,,crane operator,اپراتور جرثقیل
die,Kranführerin,nen,Kranführerinnen,,crane operator,اپراتور جرثقیل
der,Löwe,n,Löwen,,lion,شیر
der,Marktschreier,Marktschreier,Marktschreier,,barker,جارزنِ بازار
die,Menge,n,Mengen,,crowd,جمعیت
die,Nähe,-,-,,vicinity,همسایگی
die,Niederlassung,en,Niederlassungen,,branch,شاخه
die,Niederlassung,en,Niederlassungen,,residence,اقامتگاه
die,Orientierung,en,Orientierungen,,orientation,جهت گیری
der,Orientierungspunkt,e,Orientierungspunkte,,landmark,نشانهٔ جهت یابی
der,Pastor,en,Pastoren,,pastor,كشیش پروتستان
die,Pastorin,nen,Pastorinnen,,pastor,کشیش زن
die,Polizei,en,Polizeien,,police,پلیس
die,Plattform,en,Plattformen,,platform,سکو
die,Reportage,n,Reportagen,,report,گزارش
der,Rundfunk,,,,broadcasting,پخش رادیویی
die,Rundfunkanstalt,en,Rundfunkanstalten,,broadcasting corporation,سازمان رادیو-تلویزیونی عمومی
die,Qualität,en,Qualitäten,,quality,کیفیت
das,Quartal,e,Quartale,,quarter,یک چهارم
die,Schönheit,en,Schönheiten,,beauty,زیبایی
der,Speicher,Speicher,Speicher,,storage,انبار
der,Terminal,s,Terminals,,terminal,پایانه
das,Treiben,Treiben,Treiben,,hustle and bustle,جنب‌وجوش
die,Verteidigung,en,Verteidigungen,,defense,دفاع
die,Selbstverteidigung,en,Selbstverteidigungen,,self-defence,دفاع شخصی
,wechseln,,,v,change,عوض كردن
,aufteilen,,,v,divide,بخش کردن
,ausbilden,,,v,educate,آموزش دادن
,ausdenken,,,v,to invent,اندیشیدن
,bedrohen,,,v,threaten,تهدید کردن
,begleiten,,,v,accompany,همراهی کردن
,beschützen,,,v,protect,نگهداری کردن
,besorgt,,,adj,worried,نگران
,bewundern,,,v,admire,تحسین کردن
,bummeln,,,v,stroll,قدم زدن
,diskutieren,,,v,discuss,گفتگو کردن
,einfallen,,,v,come to mind,به ذهن آمدن
,erfordern,,,v,require,نیاز داشتن
,erwischen,,,v,catch,به موقع گرفتن
,fesseln,,,v,tie,بستن
,fliehen,,,v,flee,فرار کردن
,konzentrieren,,,v,concentrate,متمرکز کردن
,kriegen,,,v,get,دریافت كردن
,niederschlagen,,,v,suppress,به زمین کوبیدن
,orientieren,,,v,orient,جهت یابی کردن
,orientiert,,,adj,oriented,جهت دار
,prägen,,,v,imprint,شکل دادن
,recht,,,adj,right,درست
,haben,,,v,have,داشتن
,retten,,,v,save,نجات دادن
,stoßen,,,v,push,هل دادن
,trennen,,,v,separate,جداگانه
,treten,,,v,kick,لگد زدن
,unternehmen,,,v,undertake,انجام دادن
,verlieben,,,v,fall in love,عاشق شدن
,verpassen,,,v,miss,از دست دادن
,verschwinden,,,v,disappear,ناپدید شدن
,versorgen,,,v,take care of,مراقبت کردن
,weiterbringen,,,v,further,پیش بردن
,zurückkommen,,,v,come back,برگشتن
,beeindruckend,,,adj,impressive,چشمگیر
,blond,,,adj,blond,بور
,delikat,,,adj,delicate,خوشمزه
,ehemalig,,,adj,former,سابق
,einzigartig,,,adj,unique,بی همتا
,exzellent,,,adj,excellent,عالی
,hart,,,adj,hard,سخت
,heutig,,,adj,today’s,امروزی
,kreativ,,,adj,creative,خلاق
,lebhaft,,,adj,lively,سرزنده
,malerisch,,,adj,picturesque,زیبا و خوش‌منظره
,mörderisch,,,adj,murderous,قاتل
,ohnmächtig,,,adj,unconscious,بیهوش
,renommiert,,,adj,renowned,مشهور
,spannend,,,adj,exciting,هیجان انگیز
,staatlich,,,adj,governmental,دولتی
,still,,,adj,still,هنوز
,stolz,,,adj,proud,مغرور
,traditionsreich,,,adj,rich in tradition,سرشار از سنت‌ها
,unterhaltsam,,,adj,entertaining,سرگرم کننده
,unvergesslich,,,adj,unforgettable,فراموش نشدنی
,,,,,,
die,Post,,,,post,اداره پست
die,Luftpost,en,Luftposten,,airmail,پست هوایی
das,Amt,Ämter,Ämter,,government office,دفتر دولتی
das,Postamt,Postämter,Postämter,,post office,اداره پست
der,Briefkasten,Briefkästen,Briefkästen,,mailbox,صندوق پستی
der,Postkasten,Postkästen,Postkästen,,mailbox,صندوق پستی
der,Briefträger,Briefträger,Briefträger,,postman,پستچی
die,Briefträgerin,nen,Briefträgerinnen,,postwoman,پستچی
der,Postbote,,,,postman,پستچی
die,Postbotin,nen,Postbotinnen,,postwoman,پستچی
das,einschreiben,,,v,enroll,نام نویسی كردن
das,Paket,e,Pakete,,package,بسته
das,Päckchen,Päckchen,Päckchen,,parcel,بسته
die,Postkarte,n,Postkarten,,postcard,کارت پستال
,senden,,,v,send,فرستادن
die,Sendung,en,Sendungen,,sending,بسته پستی
die,Briefsendung,,,,letter,ارسال نامه
die,Paketsendung,,,,parcel shipment,حمل بسته
der,Briefumschlag,Briefumschläge,Briefumschläge,,envelope,پاکت
die,Briefmarke,n,Briefmarken,,stamp,تمبر
das,Porto,s,Portos,,postage,هزینه پستی
der,Stempel,Stempel,Stempel,,stamp,مهر لاستیکی
,abstempeln,,,v,stamp,تمبر
der,Absender,Absender,Absender,,sender,فرستنده
der,Empfänger,Empfänger,Empfänger,,recipient,گیرنده
der,Zoll,Zölle,Zölle,,customs,گمرک
der,Auftrag,Aufträge,Aufträge,,commission,ماموریت
der,Nachforschungsauftrag,,,,inquiry request,درخواست پیگیری
die,Zustellung,en,Zustellungen,,delivery,تحویل
die,Zustellbarkeit,,,,deliverability,قابلیت تحویل
,abschicken,,,v,post,فرستادن
,aufgeben,,,v,give up,دست برداشتن
,adressieren,,,v,address,نشانی دادن
,werfen,,,v,throw,انداختن
,zustellen,,,v,deliver,تحویل دادن
die,Abgabe,n,Abgaben,,submission,ارسال
der,Anbieter,Anbieter,Anbieter,,provider,ارائه دهنده
der,Apparat,e,Apparate,,apparatus,دستگاه
der,Fernsehapparat,e,Fernsehapparate,,TV,تلویزیون
der,Beleg,e,Belege,,document,سند
die,Beschwerde,n,Beschwerden,,complaint,شکایت
der,Eintrag,Einträge,Einträge,,entry,ثبت
der,Einwohner,Einwohner,Einwohner,,resident,ساکن
die,Einwohnerin,nen,Einwohnerinnen,,resident,ساکن
das,Einwohnermeldeamt,Einwohnermeldeämte,Einwohnermeldeämte,,residents' registration office,اداره ثبت احوال ساکنین
die,Erklärung,en,Erklärungen,,explanation,توضیح
die,EU,,,,EU,اتحادیه اروپا
die,Garantie,n,Garantien,,guarantee,تضمین
das,Geheimnis,se,Geheimnisse,,secret,راز
das,Heimweh,,,,homesickness,دلتنگی برای خانه
die,Highschool,s,Highschools,,high school,دبیرستان
das,Inland,s,Inlands,,inland,داخل كشور
das,Internetforum,Internetforen,Internetforen,,internet forum,انجمن اینترنتی
das,Kloster,Klöster,Klöster,,monastery,صومعه
die,Nonne,n,Nonnen,,nun,راهبه
die,Mitteilung,en,Mitteilungen,,notice,اطلاعیه
die,Panne,n,Pannen,,breakdown,شکست
das,Preisausschreiben,Preisausschreiben,Preisausschreiben,,competition,مسابقه
die,Reaktion,en,Reaktionen,,reaction,واکنش
die,Reklamation,en,Reklamationen,,complaint,شکایت
der,Standard,s,Standards,,standard,استاندارد
der,Status,Status,Status,,status,وضعیت
das,Stofftier,e,Stofftiere,,stuffed animal,حیوان عروسکی پارچه ای
die,Strafe,n,Strafen,,penalty,تنبیه
das,Telefonbuch,Telefonbücher,Telefonbücher,,telephone book,دفترچه تلفن
der,Untertitel,Untertitel,Untertitel,,subtitles,زیرنویس‌ها
der,Urenkel,Urenkel,Urenkel,,great-grandchildren,نتیجه (فرزند نوه)
der,Verlag,e,Verlage,,publisher,ناشر
der/die,Verlobte,n,Verlobten,,fiancée,نامزد
die,Webseite,n,Webseiten,,website,وب‌سایت
der,Werktag,e,Werktage,,working day,روز کاری
der,Wert,e,Werte,,value,ارزش
die,Zeitschrift,en,Zeitschriften,,magazine,مجله
die,Zentrale,n,Zentralen,,headquarters,مركز
,abstimmen,,,v,vote,رأی
,angeben,,,v,indicate,نشان دادن
,auffordern,,,v,request,درخواست کردن
,ausdrücken,,,v,express,بیان كردن
,beschweren,,,v,complain,شكایت كردن
,besorgen,,,v,provide,تهیه کردن
,betreffen,,,v,concern,مربوط بودن
,herausfinden,,,v,find out,پی بردن
,kleben,,,v,stick,چسبیدن
,kümmern,,,v,take care,مراقبت كردن
,löschen,,,v,delete,پاک کردن
,nachforschen,,,v,investigate,کاوش کردن
